source,venue_name,venue_type,publisher,subject_area,level,indexing,impact_factor,jcr_quartile,cas_quartile,ccf_level,review_cycle,apc_fee,template_url,submission_url,reference_style,representative_papers,risk_note,last_checked_date
openalex+websearch,NAACL,conference,待核查(OpenAlex无host_organization),自然语言处理,CCF-B,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,B,约3个月+ARR,无(顶级会议通常免APC),https://github.com/acl-org/acl-style-files,https://aclrollingreview.org,ACL,"FNet: Mixing Tokens with Fourier Transforms, Learning To Retrieve Prompts for In-Context Learning","CCF等级=B(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4363608774 works_count=442, h_index=44; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4363608774; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,KDD,conference,待核查(OpenAlex无host_organization),数据挖掘,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,约3-4个月(双盲),无(顶级会议通常免APC),https://www.kdd.org,https://www.kdd.org,ACM,"Using dynamic time warping to find patterns in time series, From data mining to knowledge discovery: an overview","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4306420424 works_count=351, h_index=39; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4306420424; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,WWW,conference,待核查(OpenAlex无host_organization),万维网/信息检索,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,约3-4个月(双盲),无(顶级会议通常免APC),https://www2025.thewebconf.org,https://www2025.thewebconf.org,ACM,"Improving Graph Collaborative Filtering with Neighborhood-enriched Contrastive Learning, ET-BERT: A Contextualized Datagram Representation with Pre-training Transformers for Encrypted Traffic Classifi","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4363608783 works_count=367, h_index=53; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4363608783; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,SIGIR,conference,待核查(OpenAlex无host_organization),信息检索,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,约3-4个月(双盲),无(顶级会议通常免APC),https://sigir.org,https://sigir.org,ACM,"Are Graph Augmentations Necessary?, Knowledge Graph Contrastive Learning for Recommendation","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4363608773 works_count=444, h_index=51; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4363608773; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,ACM MM,conference,待核查(OpenAlex无host_organization),多媒体,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,约3个月(双盲),无(顶级会议通常免APC),https://www.acmmm.org,https://www.acmmm.org,ACM,"LayoutLMv3: Pre-training for Document AI with Unified Text and Image Masking, MMRotate","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4363608757 works_count=829, h_index=54; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4363608757; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,ICDE,conference,待核查(OpenAlex无host_organization),数据库,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,约2-3个月(多轮截止),无(顶级会议通常免APC),https://icde.org,https://icde.org,IEEE,"Federated Learning on Non-IID Data Silos: An Experimental Study, Contrastive Learning for Sequential Recommendation","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4363607857 works_count=328, h_index=29; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4363607857; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,SIGMOD,conference,待核查(OpenAlex无host_organization),数据库,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,约3-4个月(多轮截止),无(顶级会议通常免APC),https://sigmod.org,https://sigmod.org,ACM,"A Dynamic Index Structure for Spatial Searching, Complex Objects and Their Use in Design Transactions","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4306419648 works_count=555, h_index=20; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4306419648; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,VLDB,conference,待核查(OpenAlex无host_organization),数据库,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,滚动月度截止,无(顶级会议通常免APC),https://www.vldb.org,https://www.vldb.org,自定义(PVLDB),"Fast Algorithms for Mining Association Rules in Large Databases, Fast algorithm for mining association rules","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4306421142 works_count=1224, h_index=102; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4306421142; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,CHI,conference,待核查(OpenAlex无host_organization),人机交互,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,约3-4个月,无(顶级会议通常免APC),https://chi.acm.org,https://chi.acm.org,ACM,"Design Guidelines for Prompt Engineering Text-to-Image Generative Models, AI Chains: Transparent and Controllable Human-AI Interaction by Chaining Large Language Model Prompts","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4363607743 works_count=637, h_index=66; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4363607743; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,INFOCOM,conference,待核查(OpenAlex无host_organization),计算机网络,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,约3-4个月,无(顶级会议通常免APC),https://infocom.info,https://infocom.info,IEEE,"Opportunistic Scheduling with Reliability Guarantees in Cognitive Radio Networks, An Efficient Identity-Based Batch Verification Scheme for Vehicular Sensor Networks","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4363608785 works_count=311, h_index=22; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4363608785; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,MICCAI,conference,待核查(OpenAlex无host_organization),医学图像,CCF-B,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,B,约3-4个月(双盲),无(顶级会议通常免APC),https://www.miccai.org,https://www.miccai.org,Springer LNCS,"Mathematics and Visualization, Model-based Auto-Segmentation of Knee Bones and Cartilage in MRI Data","CCF等级=B(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4306420499 works_count=38, h_index=8; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4306420499; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,ICRA,conference,Institute of Electrical and Electronics Engineers,机器人,CCF-B,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,B,约3-4个月,无(顶级会议通常免APC),https://www.ieee-ras.org,https://ras.papercept.net,IEEE,"A Multi-State Constraint Kalman Filter for Vision-aided Inertial Navigation, Single View Point Omnidirectional Camera Calibration from Planar Grids","CCF等级=B(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4210217939 works_count=750, h_index=78; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); ai_policy=IEEE系:AI生成内容(含文/图/代码)须在致谢section披露并标明所用AI系统与涉及章节;纯编辑润色一般免披露;AI不得署名(作者须担责);审稿人禁将稿件投喂公共AI平台(journals.ieeeauthorcenter.ieee.org submission-and-peer-review-policies官方实查;2026-06); oa_id=S4210217939; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,IROS,conference,待核查(OpenAlex无host_organization),机器人,CCF-C,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,C,约3-4个月,无(顶级会议通常免APC),https://www.ieee-ras.org,https://ras.papercept.net,IEEE,"IEEE/RSJ International Conference on Intelligent Robots and Systems, FAST-LIVO: Fast and Tightly-coupled Sparse-Direct LiDAR-Inertial-Visual Odometry","CCF等级=C(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4363607704 works_count=1221, h_index=39; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4363607704; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,RSS,conference,待核查(OpenAlex无host_organization),机器人,CCF-B,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,B,约3-4个月,无(顶级会议通常免APC),https://roboticsconference.org,https://roboticsconference.org,自定义,"Robust Semantic Segmentation using Deep Fusion, Fast Safe Mission Plans for Autonomous Vehicles","CCF等级=B(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4306420803 works_count=29, h_index=7; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4306420803; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,OSDI,conference,待核查(OpenAlex无host_organization),操作系统/系统,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,约3-4个月,无(顶级会议通常免APC),https://www.usenix.org/conference/osdi,https://www.usenix.org,USENIX,"TensorFlow: a system for large-scale machine learning, Practical Byzantine fault tolerance","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4306420647 works_count=165, h_index=57; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4306420647; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,SOSP,conference,待核查(OpenAlex无host_organization),操作系统/系统,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,约3-4个月,无(顶级会议通常免APC),https://sosp.org,https://dl.acm.org/conference/sosp,ACM,"Distributed Simulation and the Time Wrap Operating System., METRIC: A Kernel Instrumentation System for Distributed Environments.","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4306420989 works_count=51, h_index=7; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4306420989; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,USENIX Security,conference,待核查(OpenAlex无host_organization),网络安全,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,多轮截止,无(顶级会议通常免APC),https://www.usenix.org/conference/usenixsecurity,https://www.usenix.org,USENIX,"The 26th USENIX Security Symposium 2017, Understanding the mirai botnet","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4306421123 works_count=630, h_index=82; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4306421123; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,CCS,conference,待核查(OpenAlex无host_organization),网络安全,CCF-A,EI/CCF,"N/A(OpenAlex 2yr均被引=0,会议proceedings多按年份拆分未聚合)",N/A,N/A,A,多轮截止(双盲),无(顶级会议通常免APC),https://www.sigsac.org/ccs.html,https://www.sigsac.org/ccs.html,ACM,"Understanding Security Issues in the NFT Ecosystem, Enhanced Membership Inference Attacks against Machine Learning Models","CCF等级=A(来源:CCF官方推荐会议目录 ccf.org.cn/2022版); OpenAlex源=https://openalex.org/S4363608815 works_count=287, h_index=35; 被引数据来自OpenAlex真实查询; 录用率/APC待核查(顶会通常无APC,免费投稿); oa_id=S4363608815; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,IEEE TPAMI,journal,IEEE Computer Society,模式分析与机器智能,SCI/CCF-A,SCI/EI/CCF,"18.6(JCR2024,来源LetPub journalid=3411,2025-2026版)",Q1,一区,A,6-12个月,开放获取可选,https://www.ieee.org/publications/templates,https://mc.manuscriptcentral.com/tpami-cs,IEEE,Faster R-CNN(被引53939);A Computational Approach to Edge Detection(29036),"IF=18.6/h-index=326/CiteScore=41.10及JCR Q1(COMPUTER SCIENCE,ARTIFICIAL INTELLIGENCE,3/204)均来自LetPub免费页 journalid=3411(2025-2026版,JCR2024数据);中科院升级版大类计算机科学=1区(LetPub同页);ISSN-L 0162-8828/works_count(12287)/2yr均被引11.82来自OpenAlex sources; ai_policy=IEEE系:AI生成文本须在致谢披露并注明工具;AI不得署名;作者对内容全责(open.ieee.org author-guidelines-AI-generated-text原文实查;2026-06); issn=0162-8828; domain_scope=中国CS; if_kind=jcr",2026-06
openalex+websearch,IEEE TKDE,journal,IEEE Computer Society,知识与数据工程,SCI/CCF-A,SCI/EI/CCF,"10.4(JCR2024,来源LetPub journalid=3399,2025-2026版)",Q1,一区,A,6-12个月,开放获取可选,https://www.ieee.org/publications/templates,https://mc.manuscriptcentral.com/tkde-cs,IEEE,A Survey on Transfer Learning(被引23044);Toward the next generation of recommender systems(10245),"IF=10.4/h-index=148/CiteScore=22.70及JCR Q1(COMPUTER SCIENCE,ARTIFICIAL INTELLIGENCE,17/204)来自LetPub免费页 journalid=3399(2025-2026版,JCR2024);中科院升级版大类计算机科学=1区(LetPub同页);ISSN-L 1041-4347/works_count(7993)/2yr均被引8.24来自OpenAlex; ai_policy=IEEE系:AI生成内容(含文/图/代码)须在致谢section披露并标明所用AI系统与涉及章节;纯编辑润色一般免披露;AI不得署名(作者须担责);审稿人禁将稿件投喂公共AI平台(journals.ieeeauthorcenter.ieee.org submission-and-peer-review-policies官方实查;2026-06); issn=1041-4347; domain_scope=中国CS; if_kind=jcr",2026-06
openalex+websearch,IEEE TIP,journal,Institute of Electrical and Electronics Engineers,图像处理,SCI/CCF-A,SCI/EI/CCF,"13.7(JCR2024,来源LetPub journalid=3390,2025-2026版)",Q1,一区,A,6-12个月,开放获取可选,https://www.ieee.org/publications/templates,https://mc.manuscriptcentral.com/tip,IEEE,Image quality assessment: SSIM(被引55779);Active contours without edges(10289),"IF=13.7/h-index=242/CiteScore=21.70及JCR Q1(COMPUTER SCIENCE,ARTIFICIAL INTELLIGENCE,8/204)来自LetPub免费页 journalid=3390(2025-2026版,JCR2024);中科院升级版大类计算机科学=1区(LetPub同页);ISSN-L 1057-7149/works_count(13013)/2yr均被引7.63来自OpenAlex; ai_policy=IEEE系:AI生成内容(含文/图/代码)须在致谢section披露并标明所用AI系统与涉及章节;纯编辑润色一般免披露;AI不得署名(作者须担责);审稿人禁将稿件投喂公共AI平台(journals.ieeeauthorcenter.ieee.org submission-and-peer-review-policies官方实查;2026-06); issn=1057-7149; domain_scope=中国CS; if_kind=jcr",2026-06
openalex+websearch,IEEE TNNLS,journal,Institute of Electrical and Electronics Engineers,神经网络与学习系统,SCI/CCF-B,SCI/EI/CCF,"8.9(JCR2024,来源LetPub journalid=8837,2025-2026版)",Q1,一区,B,6-12个月,开放获取可选,https://www.ieee.org/publications/templates,https://mc.manuscriptcentral.com/tnnls,IEEE,A Comprehensive Survey on Graph Neural Networks(被引9127);LSTM: A Search Space Odyssey(6794),"IF=8.9/h-index=180/CiteScore=23.70及JCR Q1(COMPUTER SCIENCE,ARTIFICIAL INTELLIGENCE,22/204)来自LetPub免费页 journalid=8837(2025-2026版,JCR2024);中科院升级版大类计算机科学=1区(LetPub同页);CCF-B据CCF目录;ISSN-L 2162-237X/works_count(8887)/2yr均被引7.45来自OpenAlex; ai_policy=IEEE系:AI生成内容(含文/图/代码)须在致谢section披露并标明所用AI系统与涉及章节;纯编辑润色一般免披露;AI不得署名(作者须担责);审稿人禁将稿件投喂公共AI平台(journals.ieeeauthorcenter.ieee.org submission-and-peer-review-policies官方实查;2026-06); issn=2162-237X; domain_scope=中国CS; if_kind=jcr",2026-06
openalex+websearch,IEEE TC,journal,Institute of Electrical and Electronics Engineers,计算机体系结构,SCI/CCF-A,SCI/EI/CCF,"3.8(JCR2024,来源LetPub journalid=3375,2025-2026版)",Q2,二区,A,6-12个月,开放获取可选,https://www.ieee.org/publications/templates,https://mc.manuscriptcentral.com/tc-cs,IEEE,Graph-Based Algorithms for Boolean Function Manipulation(被引8917);Discrete Cosine Transform(4983),"IF=3.8/h-index=110/CiteScore=9.30及JCR Q2(COMPUTER SCIENCE,HARDWARE & ARCHITECTURE,16/60)来自LetPub免费页 journalid=3375(2025-2026版,JCR2024);中科院升级版大类计算机科学=2区(LetPub同页);ISSN-L 0018-9340/works_count(14492)/2yr均被引3.07来自OpenAlex; ai_policy=IEEE系:AI生成内容(含文/图/代码)须在致谢section披露并标明所用AI系统与涉及章节;纯编辑润色一般免披露;AI不得署名(作者须担责);审稿人禁将稿件投喂公共AI平台(journals.ieeeauthorcenter.ieee.org submission-and-peer-review-policies官方实查;2026-06); issn=0018-9340; domain_scope=中国CS; if_kind=jcr",2026-06
openalex+websearch,ACM TOMS,journal,Association for Computing Machinery,数学软件,SCI/CCF-A,SCI/EI/CCF,"免费源不可得(付费墙,Clarivate JCR);OpenAlex 2yr均被引=1.20作替代",Q1,二区,A,数月,开放获取可选,https://www.acm.org/publications/proceedings-template,https://mc.manuscriptcentral.com/toms,ACM,The quickhull algorithm for convex hulls(被引5329);LSQR算法(4373),"ISSN-L 0098-3500/出版商/works_count(1904)/被引/OA来自OpenAlex;CCF-A据CCF目录;分区据Scimago/JCR公知(scimagojr.com),精确IF属付费墙(Clarivate JCR)免费源不可得,以OpenAlex 2yr均被引1.20替代;DOAJ无收录(非纯OA); ai_policy=ACM系:允许用生成式AI创建内容但须在Work中充分披露,谨慎起见在致谢section声明;AI不得署名(遵循COPE立场,作者须担责)(acm.org publications/policies + ACM Policy on Authorship实查;2026-06); issn=0098-3500; domain_scope=中国CS; if_kind=proxy",2026-06
openalex+websearch,JMLR,journal,The MIT Press,机器学习,SCI/CCF-A,SCI/EI/CCF,"免费源不可得(付费墙,Clarivate JCR);OpenAlex 2yr均被引返回0.0疑统计缺失",Q1,二区,A,数月,"免费(无APC,钻石OA)",https://github.com/JmlrOrg/jmlr-style-file,https://jmlr.org/author-info.html,自定义(jmlr.sty),Visualizing Data using t-SNE(被引35730);Latent dirichlet allocation(27042),"ISSN-L 1532-4435/出版商/works_count(1411)来自OpenAlex;JMLR为钻石OA无APC(jmlr.org);DOAJ按ISSN无命中;精确IF付费墙不可得,OpenAlex 2yr被引返回0.0疑统计缺失;分区据Scimago/JCR公知 来源scimagojr.com; issn=1532-4435; domain_scope=中国CS; if_kind=proxy",2026-06
